Unidad,Sitio,Año,S,N,J,H,L
411,Pardito Norte,2001,8,88,0.65562506,1.363333986,0.673981191
412,Pardito Norte,2001,11,93,0.767964992,1.841499623,0.788686302
413,Pardo Sur,2001,23,245,0.756030498,2.370529254,0.849648712
414,Pardo Sur,2001,14,269,0.802305309,2.117329706,0.848554625
415,Pardo Sur,2001,12,117,0.881369713,2.19012146,0.855290304
416,Pardo Sur,2001,14,99,0.868383457,2.291713727,0.880643166
417,Pardo Sur,2001,14,113,0.629692847,1.661795523,0.652496839
418,Majahua,2001,10,78,0.663310481,1.527328825,0.674325674
419,Majahua,2001,19,101,0.787320267,2.318216483,0.858217822
420,Majahua,2001,8,57,0.898589941,1.868565253,0.847117794
421,Majahua,2001,7,22,0.86321158,1.679732174,0.800865801
422,Majahua,2001,13,36,0.877964613,2.251934771,0.89047619
423,Amor,2001,14,161,0.544719738,1.437546617,0.591770186
424,Amor,2001,13,230,0.805789985,2.066810504,0.840364534
425,Amor,2001,6,37,0.928236371,1.663176307,0.815315315
426,Amor,2001,10,85,0.861774182,1.984308384,0.848459384
427,Amor,2001,9,52,0.895519395,1.967657224,0.857466063
428,Las Peñitas,2001,11,183,0.645009258,1.546664651,0.674232871
429,Las Peñitas,2001,12,163,0.673185527,1.672803193,0.726047111
430,Las Peñitas,2001,7,146,0.562493865,1.09456252,0.507227208
431,Las Peñitas,2001,8,145,0.642372579,1.335776227,0.645210728
432,Las Peñitas,2001,9,453,0.693566842,1.523922112,0.719724941
433,Mazunte,2001,6,369,0.883769171,1.58350178,0.786040415
434,Mazunte,2001,6,525,0.646134809,1.157718163,0.631072337
435,Mazunte,2001,4,93,0.631358571,0.875248827,0.485974755
436,Mazunte,2001,4,122,0.893006639,1.237970069,0.685679447
437,Mazunte,2001,7,301,0.714252031,1.389870276,0.688615725
438,Agua Verde,2001,9,201,0.453759779,0.997012139,0.525472637
439,Agua Verde,2001,20,259,0.716414797,2.146186928,0.835952231
440,Agua Verde,2001,16,199,0.541047631,1.50010256,0.573219634
441,Agua Verde,2001,16,322,0.478392192,1.326384796,0.623091658
442,Agua Verde,2001,18,308,0.428023318,1.237146511,0.484707475
443,Agua Verde,2001,11,63,0.848476896,2.034558737,0.845366103
444,Agua Verde,2001,10,60,0.883133559,2.033490168,0.859887006
445,Agua Verde,2001,9,77,0.660306266,1.450841157,0.634996582
446,Agua Verde,2001,13,335,0.574384416,1.47326694,0.659594244
447,Agua Verde,2001,7,17,0.903558091,1.75824286,0.852941176
448,Los Lobos,2001,15,87,0.777270257,2.104886875,0.826784282
449,Los Lobos,2001,17,222,0.655376021,1.856820089,0.746687864
450,Los Lobos,2001,10,138,0.69195805,1.593292291,0.743256109
451,Los Lobos,2001,10,227,0.508539443,1.170955341,0.529492028
452,Los Lobos,2001,12,53,0.736136715,1.829231018,0.787373004
453,La Brecha,2001,16,418,0.589447498,1.634295486,0.640976214
454,La Brecha,2001,14,315,0.578999043,1.528011667,0.683631584
455,La Brecha,2001,13,368,0.358465563,0.919446016,0.403536311
456,Los Misioneros,2001,14,199,0.594150327,1.567996775,0.722450637
457,Los Misioneros,2001,12,182,0.835136012,2.075235029,0.83218991
458,Los Misioneros,2001,12,111,0.755597489,1.877589225,0.811629812
459,Los Misioneros,2001,13,107,0.78687931,2.018305581,0.812378769
460,Los Misioneros,2001,14,100,0.897163505,2.367665925,0.902828283
461,Costa Azul,2001,15,250,0.618182803,1.674070065,0.72735743
462,Costa Azul,2001,14,60,0.700780926,1.849401038,0.73220339
463,Costa Azul,2001,11,53,0.803855278,1.927560771,0.827285922
464,Costa Azul,2001,18,232,0.796483311,2.302132867,0.870092551
465,Costa Azul,2001,14,77,0.807155659,2.130130057,0.843472317
466,La Lobera,2001,12,69,0.774749513,1.925180218,0.818414322
467,La Lobera,2001,19,204,0.761787041,2.243035457,0.8216459
468,La Lobera,2001,11,68,0.750835775,1.800425556,0.764266901
469,La Lobera,2001,19,306,0.897480874,2.642577669,0.922168649
470,La Lobera,2001,16,165,0.709716655,1.967752394,0.771914265
471,Siete mares,2001,16,225,0.592328216,1.642282532,0.69452381
472,Siete mares,2001,22,361,0.644541403,1.992304841,0.775700215
473,Siete mares,2001,18,70,0.802683354,2.320053297,0.862111801
474,Siete mares,2001,18,122,0.744400961,2.151595513,0.800975478
475,Siete mares,2001,18,163,0.726827647,2.100802104,0.832462319
476,El Costeño,2001,15,376,0.862556664,2.335846747,0.891262411
477,El Costeño,2001,15,105,0.767807533,2.079261344,0.813186813
478,El Costeño,2001,13,288,0.397162668,1.018702131,0.440669764
479,El Costeño,2001,12,77,0.870222148,2.162420801,0.869446343
480,El Costeño,2001,19,98,0.835528999,2.460164152,0.894172102
481,Tlacopanocha,2001,13,438,0.267461409,0.68602497,0.245687178
482,Tlacopanocha,2001,10,52,0.792465629,1.824719544,0.797134238
483,Tlacopanocha,2001,12,32,0.884942957,2.199000639,0.893145161
484,Tlacopanocha,2001,11,53,0.509428494,1.221556177,0.485486212
485,Tlacopanocha,2001,17,137,0.764447748,2.16584356,0.839952769
486,Tlacopanocha,2001,15,167,0.669543288,1.813156836,0.776783782
487,Tlacopanocha,2001,18,111,0.79072605,2.285492244,0.875839476
488,Tlacopanocha,2001,16,386,0.471464352,1.307176745,0.568010228
489,Tlacopanocha,2001,12,143,0.698837979,1.73654714,0.767556387
490,Tlacopanocha,2001,17,256,0.632602554,1.792297998,0.771721814
491,Los Nidos,2001,9,97,0.885048531,1.944650385,0.850515464
492,Los Nidos,2001,12,69,0.889340679,2.209928567,0.888746803
493,Los Nidos,2001,11,44,0.881384138,2.113466857,0.8794926
494,Los Nidos,2001,22,209,0.844015937,2.608889093,0.903064041
495,Los Nidos,2001,6,22,0.624312497,1.118617829,0.536796537
496,Los Nidos,2001,1,10,0,0,0
497,Mesa Pareja,2001,14,371,0.56554567,1.492507445,0.658002477
498,Mesa Pareja,2001,12,93,0.823829168,2.047138577,0.859747546
499,Mesa Pareja,2001,19,221,0.633880141,1.866421396,0.741341012
500,Mesa Pareja,2001,14,225,0.741110623,1.955833422,0.81718254
501,Mesa Pareja,2001,17,115,0.667892625,1.892282299,0.755606407
502,Manzanillo,2001,19,139,0.88197241,2.596913941,0.915024502
503,Manzanillo,2001,12,71,0.8382454,2.082961569,0.857545272
504,Manzanillo,2001,9,62,0.684222997,1.503391585,0.658910629
505,Manzanillo,2001,8,45,0.77060022,1.602418109,0.761616162
506,Manzanillo,2001,9,64,0.7328215,1.61017341,0.722222222
507,La Reyna,2001,10,123,0.475880025,1.095754251,0.455017993
508,La Reyna,2001,20,907,0.56779193,1.700952609,0.709047365
509,La Reyna,2001,24,303,0.451042782,1.433438241,0.546281118
510,La Reyna,2001,14,136,0.853008941,2.251139497,0.867755991
511,La Reyna,2001,14,104,0.723477552,1.909298736,0.782486931
512,La Quebrada,2001,18,124,0.771427621,2.229712609,0.850118017
513,La Quebrada,2001,16,137,0.687874818,1.907193962,0.784886217
514,La Quebrada,2001,17,416,0.646080254,1.830483197,0.773968953
515,La Quebrada,2001,10,93,0.764071533,1.759339723,0.791958859
516,La Quebrada,2001,17,180,0.86127462,2.440174745,0.899441341
517,Punta Aguja,2001,12,172,0.308482853,0.766551094,0.287297702
518,Punta Aguja,2001,19,97,0.770927379,2.269948626,0.841924399
519,Punta Aguja,2001,19,332,0.606410105,1.78553755,0.682633859
520,Punta Aguja,2001,6,29,0.833243236,1.492971459,0.763546798
521,Punta Aguja,2001,13,322,0.540245,1.385701066,0.580813065
522,La Diana,2001,14,96,0.768618499,2.028428285,0.79254386
523,La Diana,2001,12,100,0.837968927,2.082274559,0.863636364
524,La Diana,2001,11,55,0.942749187,2.260613819,0.901010101
525,La Diana,2001,13,35,0.939275267,2.409193492,0.927731092
526,La Diana,2001,12,68,0.851501039,2.115900593,0.856453029
527,La Diana,2001,20,242,0.51159433,1.532599646,0.555296458
528,La Diana,2001,16,235,0.533288738,1.478590342,0.577341335
529,La Diana,2001,25,319,0.735796666,2.3684381,0.870428422
530,La Diana,2001,10,44,0.811368966,1.868246086,0.819238901
531,La Diana,2001,15,222,0.690846258,1.870846348,0.790428437
532,El Papagayo,2001,12,65,0.805541186,2.001694649,0.837980769
533,El Papagayo,2001,19,126,0.766143354,2.255862355,0.848634921
534,El Papagayo,2001,17,171,0.812937805,2.303226236,0.844926041
535,El Papagayo,2001,14,92,0.721624819,1.904409269,0.770664118
536,El Papagayo,2001,23,392,0.729499277,2.287340763,0.851571063
537,El Papagayo,2001,15,244,0.666231273,1.804187733,0.766140457
538,El Papagayo,2001,19,246,0.762949951,2.246459574,0.84987556
539,El Papagayo,2001,12,189,0.387571768,0.963079664,0.36643026
540,El Papagayo,2001,13,557,0.241877548,0.620403662,0.224332563
541,El Papagayo,2001,12,56,0.901706522,2.240656532,0.89025974
542,Punta Botella,2001,14,148,0.853525138,2.252501771,0.866979224
543,Punta Botella,2001,19,334,0.681083818,2.005409742,0.797396199
544,Punta Botella,2001,24,125,0.837646792,2.662086597,0.909548387
545,Punta Botella,2001,17,121,0.793463161,2.248050416,0.831267218
546,Punta Botella,2001,13,239,0.808003882,2.072489039,0.849477866
547,Punta Botella,2001,7,13,0.890410444,1.73265872,0.846153846
548,Punta Botella,2001,16,109,0.814617413,2.258599051,0.872748896
549,Punta Botella,2001,9,40,0.859901465,1.889396632,0.83974359
550,Punta Botella,2001,12,45,0.678929833,1.687077256,0.682828283
551,Punta Botella,2001,10,75,0.933486771,2.149432724,0.886486486
552,Rodadero,2001,17,133,0.722699274,2.047561227,0.804511278
553,Rodadero,2001,17,538,0.721468701,2.044074752,0.825521104
554,Rodadero,2001,20,436,0.586616685,1.757346534,0.735294738
555,Rodadero,2001,16,127,0.798913219,2.215057781,0.851393576
556,Rodadero,2001,15,181,0.527884089,1.429536615,0.626151013
557,Rodadero,2001,23,88,0.891368563,2.794880974,0.928422153
558,Rodadero,2001,16,303,0.569792414,1.57980002,0.680764103
559,Rodadero,2001,12,67,0.751593106,1.867638708,0.790140208
560,Rodadero,2001,26,392,0.710497271,2.314868698,0.844459523
561,Rodadero,2001,11,88,0.63598137,1.525016721,0.687042842
562,San Bernardo,2001,8,153,0.501890296,1.043651531,0.518059856
563,San Bernardo,2001,14,164,0.783706863,2.068247341,0.840939698
564,San Bernardo,2001,12,92,0.793148898,1.970900971,0.840659341
565,San Bernardo,2001,10,77,0.765389752,1.762375032,0.771360219
566,San Bernardo,2001,12,121,0.81838017,2.033598326,0.843526171
567,Las Brisas,2001,15,202,0.615105479,1.665736516,0.697551845
568,Las Brisas,2001,19,332,0.691867871,2.037162727,0.801041022
569,Las Brisas,2001,10,233,0.472470019,1.087902422,0.549504218
570,Las Brisas,2001,18,899,0.263800775,0.762482311,0.297036301
571,Las Brisas,2001,18,227,0.686323478,1.983729997,0.769092823
572,Los Hornos,2001,8,357,0.681831499,1.417828744,0.644005917
573,Los Hornos,2001,23,634,0.827060194,2.593242456,0.906095355
574,Los Hornos,2001,22,410,0.684509737,2.115848657,0.817842447
575,Los Hornos,2001,21,274,0.672354971,2.046999796,0.806181653
576,Los Hornos,2001,16,288,0.69444003,1.925396597,0.79164247
577,San Diego,2001,16,331,0.509777972,1.413404655,0.648356679
578,San Diego,2001,13,114,0.869253724,2.229591781,0.87827977
579,San Diego,2001,14,113,0.712326557,1.87987062,0.760429836
580,San Diego,2001,13,39,0.885494142,2.271247632,0.893387314
581,San Diego,2001,14,121,0.652616322,1.722291888,0.700688705
582,San Evaristo,2001,12,86,0.735716305,1.828186338,0.782216142
583,San Evaristo,2001,17,313,0.793516056,2.24820028,0.877938888
584,San Evaristo,2001,16,194,0.446598833,1.238234888,0.471288927
585,San Evaristo,2001,18,237,0.638461528,1.845391169,0.765107631
586,San Evaristo,2001,12,75,0.869939238,2.161717796,0.863783784
587,San Francisquito,2001,9,52,0.749566148,1.646965164,0.733785822
588,San Francisquito,2001,17,200,0.596264267,1.689343878,0.695075377
589,San Francisquito,2001,8,43,0.649017091,1.3495931,0.630121816
590,San Francisquito,2001,17,272,0.812644651,2.302395669,0.873480573
591,San Francisquito,2001,14,242,0.597567018,1.577013619,0.639175611
592,Playa Luces,2001,20,304,0.594562029,1.781148659,0.714369463
593,Playa Luces,2001,18,387,0.534723537,1.545549811,0.671821237
594,Playa Luces,2001,15,126,0.732579789,1.983862845,0.792126984
595,Playa Luces,2001,14,224,0.610587051,1.611374234,0.726137092
596,Playa Luces,2001,17,171,0.687394043,1.947533974,0.801444788
597,Los Balcones,2001,11,94,0.761395769,1.825747314,0.798215511
598,Los Balcones,2001,9,94,0.701841919,1.542104315,0.72912377
599,Los Balcones,2001,10,103,0.813658214,1.873517273,0.792689891
600,Los Balcones,2001,13,92,0.828433745,2.124890602,0.857381749
601,Los Balcones,2001,12,45,0.839257863,2.085477445,0.863636364
602,Los Balcones,2001,4,113,0.493121934,0.683612157,0.348451327
603,Los Balcones,2001,16,223,0.752914863,2.087523258,0.832424353
604,Los Balcones,2001,15,341,0.398026503,1.077875752,0.422649646
605,Los Balcones,2001,17,186,0.650762035,1.84374768,0.758674804
606,Los Balcones,2001,15,103,0.772037497,2.0907163,0.829811536
607,Playa Jaramillo,2001,10,18,0.882920769,2.0330002,0.875816993
608,Playa Jaramillo,2001,16,126,0.7484876,2.075248279,0.823619048
609,Playa Jaramillo,2001,19,114,0.828954881,2.440807062,0.880763857
610,Playa Jaramillo,2001,9,59,0.735737529,1.616580582,0.758036236
611,Playa Jaramillo,2001,10,107,0.775831958,1.7864191,0.783636043
612,Seco Norte,2002,11,162,0.347265243,0.832705684,0.361552028
613,Seco Norte,2002,14,563,0.486277869,1.283315174,0.629956448
614,Seco Norte,2002,8,208,0.343831445,0.71497739,0.281447417
615,Seco Sur,2002,11,335,0.406754684,0.975355134,0.42693717
616,Seco Sur,2002,13,544,0.339382738,0.870499536,0.42404669
617,Seco Sur,2002,12,486,0.513851221,1.276872316,0.572271011
618,Barra Cosme,2002,13,67,0.908690418,2.330744904,0.901402081
619,Barra Cosme,2002,11,61,0.66539936,1.59555798,0.680874317
620,Barra Cosme,2002,15,291,0.388601615,1.052352683,0.418841095
621,Barra Cosme,2002,9,18,0.811511708,1.783073469,0.797385621
622,Barra Cosme,2002,5,32,0.849070633,1.366526467,0.727822581
623,Botafuego,2002,10,71,0.467645324,1.076793151,0.439034205
624,Botafuego,2002,10,32,0.852440957,1.962817839,0.830645161
625,Botafuego,2002,9,48,0.856730018,1.882428251,0.831560284
626,Botafuego,2002,6,38,0.710214952,1.272534365,0.655761024
627,Botafuego,2002,6,22,0.744393744,1.333774539,0.675324675
628,Carrizal,2002,11,43,0.828313583,1.986209224,0.84496124
629,Carrizal,2002,19,568,0.582415426,1.714886682,0.699313163
630,Carrizal,2002,11,217,0.701939113,1.68317648,0.762502133
631,Carrizal,2002,13,115,0.622316443,1.596210161,0.674141876
632,Carrizal,2002,15,160,0.657119677,1.779513075,0.761084906
633,Cayo,2002,11,90,0.824548886,1.977181875,0.816229713
634,Cayo,2002,20,163,0.704733038,2.111191507,0.807922442
635,Cayo,2002,14,49,0.693606901,1.830468375,0.710884354
636,Cayo,2002,17,200,0.658621527,1.8660153,0.754120603
637,Cayo,2002,18,128,0.602117614,1.740343747,0.670152559
638,Cobre,2002,12,85,0.838030042,2.082426423,0.847619048
639,Cobre,2002,14,148,0.663107716,1.749979279,0.757400257
640,Cobre,2002,17,151,0.492257223,1.394669733,0.533068433
641,Cobre,2002,16,85,0.891351302,2.471350568,0.904761905
642,Cobre,2002,7,59,0.736516676,1.433195276,0.734658095
643,Pardito Norte,2002,12,93,0.635155463,1.578302034,0.67484806
644,Pardito Norte,2002,16,129,0.695754459,1.929040966,0.803294574
645,Pardito Norte,2002,16,186,0.674851309,1.871085128,0.785120604
646,Pardito Norte,2002,23,133,0.797660601,2.5010602,0.894281157
647,Pardito Norte,2002,14,40,0.879766094,2.32175316,0.894871795
648,Pardo Sur,2002,15,130,0.791888549,2.144473944,0.820989863
649,Pardo Sur,2002,25,569,0.649353992,2.090189867,0.825936286
650,Pardo Sur,2002,26,359,0.742380034,2.418745819,0.865719488
651,Pardo Sur,2002,22,199,0.785322143,2.427464084,0.872493782
652,Pardo Sur,2002,22,296,0.592777281,1.83229974,0.723705909
653,Majahua,2002,8,156,0.618453826,1.286038576,0.668899917
654,Majahua,2002,10,42,0.894163425,2.058887373,0.869918699
655,Majahua,2002,10,62,0.74421528,1.71361901,0.776308831
656,Majahua,2002,9,96,0.421908603,0.927027953,0.397587719
657,Majahua,2002,9,204,0.522425253,1.147885606,0.573553559
658,Amor,2002,13,94,0.817703641,2.097368429,0.833905285
659,Amor,2002,15,118,0.796416171,2.156734973,0.820947414
660,Amor,2002,14,39,0.831235014,2.193676856,0.865047233
661,Amor,2002,16,92,0.788501205,2.186189547,0.862398471
662,Amor,2002,9,223,0.848397036,1.864118819,0.833717125
663,Agua Verde,2002,11,259,0.544184198,1.304896717,0.614707731
664,Agua Verde,2002,17,381,0.687016312,1.946463784,0.814408067
665,Agua Verde,2002,13,175,0.641521331,1.645469727,0.753037767
666,Agua Verde,2002,18,239,0.644958749,1.864170553,0.764776203
667,Agua Verde,2002,16,454,0.746549617,2.069875048,0.848071107
668,Agua Verde,2002,10,83,0.793601307,1.82733454,0.800176315
669,Agua Verde,2002,17,658,0.5429017,1.538156341,0.647458051
670,Agua Verde,2002,14,215,0.592757921,1.564322137,0.695718322
671,Agua Verde,2002,12,43,0.915428375,2.274754056,0.898117386
672,Agua Verde,2002,8,116,0.477869545,0.993701782,0.43868066
673,La Brecha,2002,6,46,0.479774594,0.859640672,0.409661836
674,La Brecha,2002,10,317,0.544860282,1.254587163,0.668011021
675,La Brecha,2002,9,243,0.417353276,0.917018875,0.537360133
676,Los Misioneros,2002,12,39,0.848936826,2.109528764,0.866396761
677,Los Misioneros,2002,22,456,0.699933523,2.163524235,0.844206671
678,Los Misioneros,2002,15,132,0.861353765,2.332589236,0.891163544
679,Los Misioneros,2002,10,87,0.666834608,1.535443427,0.64982625
680,Los Misioneros,2002,21,118,0.710624071,2.163510928,0.799217731
681,Costa Azul,2002,16,82,0.837079228,2.320876427,0.880758808
682,Costa Azul,2002,17,90,0.703127286,1.99210961,0.766292135
683,Costa Azul,2002,8,16,0.869486198,1.80804572,0.841666667
684,Costa Azul,2002,13,293,0.683909193,1.754192445,0.779582963
685,Costa Azul,2002,23,308,0.675721015,2.118719335,0.804517958
686,La Lobera,2002,12,58,0.751518079,1.867452272,0.760435572
687,La Lobera,2002,15,133,0.365359892,0.989412928,0.372863978
688,Siete mares,2002,14,51,0.858371234,2.265290897,0.875294118
689,Siete mares,2002,19,456,0.53488974,1.574950199,0.696298438
690,Siete mares,2002,18,436,0.4275382,1.235744339,0.500917431
691,Siete mares,2002,14,64,0.825520072,2.178594796,0.857142857
692,Siete mares,2002,11,113,0.660225465,1.583151522,0.726611884
693,El Costeño,2002,16,190,0.656302503,1.819656917,0.757337789
694,El Costeño,2002,21,350,0.659603107,2.008176461,0.78264429
695,El Costeño,2002,12,41,0.819543033,2.036487933,0.845121951
696,El Costeño,2002,18,266,0.717441236,2.073671885,0.829706341
697,El Costeño,2002,20,223,0.631940487,1.893124512,0.73962752
698,Tlacopanocha,2002,16,165,0.678653094,1.881625916,0.767997044
699,Tlacopanocha,2002,18,768,0.455850632,1.317577792,0.604764233
700,Tlacopanocha,2002,17,323,0.558964896,1.583666801,0.694306098
701,Tlacopanocha,2002,10,58,0.786102734,1.810068437,0.797943134
702,Tlacopanocha,2002,13,254,0.462504038,1.186299434,0.574554169
703,Tlacopanocha,2002,14,138,0.62755628,1.656157002,0.702739871
704,Tlacopanocha,2002,15,172,0.677247842,1.834021154,0.774513804
705,Tlacopanocha,2002,18,149,0.709290103,2.050112083,0.809813169
706,Tlacopanocha,2002,26,376,0.595713569,1.940892316,0.719049645
707,Tlacopanocha,2002,15,89,0.843580666,2.284458793,0.875638407
708,Los Nidos,2002,12,38,0.900634757,2.237993297,0.897581792
709,Los Nidos,2002,7,29,0.735601379,1.431414189,0.719211823
710,Los Nidos,2002,10,41,0.899053031,2.070146106,0.875609756
711,Los Nidos,2002,9,57,0.830707209,1.825250296,0.820802005
712,Los Nidos,2002,23,162,0.840463093,2.635267166,0.895023388
713,Mesa Pareja,2002,13,96,0.787897169,2.020916338,0.831140351
714,Mesa Pareja,2002,13,139,0.637949325,1.636307712,0.747158795
715,Mesa Pareja,2002,14,60,0.775057719,2.045421754,0.838983051
716,Mesa Pareja,2002,24,227,0.831821798,2.643574452,0.903278625
